environment_frame,wall_clock_time_seconds,fps,eval_mean_return,eval_std_return,policy_loss,value_loss,entropy,approx_kl
983040,10215.485357999802,96.23037628244529,14.2,5.412331598611946,-0.00820392370223999,0.015782775357365608,0.9767454862594604,0.020270755514502525
1007616,10475.18547987938,96.1907549928659,14.366666666666667,4.490607481795259,-0.05026479810476303,0.01484939269721508,1.023462176322937,0.03325613588094711
1032192,10736.395368814468,96.13952956669854,13.366666666666667,3.9873410800794167,-0.08292347192764282,0.018965035676956177,1.055071473121643,0.029999129474163055
1056768,10998.877540111542,96.07962232018696,14.233333333333333,3.527825896434737,0.04432662948966026,0.01949593611061573,1.0451555252075195,0.02148159220814705
1081344,11260.56831407547,96.02925623640567,14.266666666666667,3.3259919155377125,0.046265628188848495,0.007869571447372437,0.9398219585418701,0.021086813881993294
1105920,11523.159718036652,95.97367623646318,13.966666666666667,3.0164364553043206,-0.007927294820547104,0.014252216555178165,0.93002849817276,0.0297786146402359
1130496,11792.032274961472,95.8694798012328,14.033333333333333,4.7151057487846675,0.031143613159656525,0.020044546574354172,0.9990452527999878,0.025945309549570084
1155072,12054.284889936447,95.82252373711684,14.0,4.273952113286562,0.05859020724892616,0.01248367689549923,0.9319031238555908,0.029847953468561172
1179648,12312.886934041977,95.80596381003708,13.533333333333333,4.364503280888775,-0.002376209944486618,0.02710849791765213,1.0119397640228271,0.020052079111337662
1204224,12549.403620958328,95.95866356459926,17.1,2.507987240796891,-0.0856606662273407,0.01493928674608469,1.0843849182128906,0.02596816048026085
1228800,12878.734126091003,95.41310411172174,14.366666666666667,3.63761215940103,0.1272401064634323,0.00977906584739685,0.808906078338623,0.02108026295900345
1253376,13120.027814149857,95.53150479209711,16.433333333333334,3.6302739413009713,0.03323489427566528,0.031264204531908035,1.0567655563354492,0.022556889802217484
1277952,13357.250695943832,95.67477837246682,16.933333333333334,2.7194770739161522,-0.12088526785373688,0.029452171176671982,0.9666441679000854,0.02833874151110649
1302528,13589.065721988678,95.85118113692418,17.433333333333334,2.1553550880436285,0.02945558726787567,0.015526939183473587,1.1669261455535889,0.025779886171221733
1327104,13835.983062028885,95.91685636288281,13.666666666666666,4.7422451316743315,0.03686884045600891,0.011567878536880016,1.1330952644348145,0.02063129097223282
1351680,14091.18054485321,95.9238294972811,14.033333333333333,4.086427399194667,0.03696868196129799,0.011818427592515945,1.047487735748291,0.01915721222758293
1376256,14333.269094944,96.01829079490125,16.1,2.5865034312755126,0.03985423594713211,0.008442617952823639,0.9925630688667297,0.020943818613886833
1400832,14571.480475187302,96.13518697604387,15.866666666666667,2.7535835237417845,0.034104786813259125,0.01175881177186966,1.0635781288146973,0.0200590081512928
1425408,14817.706785917282,96.19626171538287,15.066666666666666,4.065573623597154,-0.15331237018108368,0.017115682363510132,1.0768940448760986,0.022792913019657135
1449984,15054.0797560215,96.31834183819325,16.5,2.4866309202077685,0.06290838122367859,0.016969619318842888,0.9241076707839966,0.02107197418808937
1474560,15293.63396191597,96.41658769078924,16.633333333333333,1.9058389811897072,-0.05525745823979378,0.02505132555961609,1.077183485031128,0.026189953088760376
1499136,15531.345746994019,96.5232520362925,16.433333333333334,2.2313423961572747,-0.11156876385211945,0.012651847675442696,1.0475852489471436,0.026749076321721077
