environment_frame,wall_clock_time_seconds,fps,eval_mean_return,eval_std_return,epsilon,q_learning_loss,mean_q_value
875000,6293.289735794067,139.03698013825135,-9.166666666666666,3.751296072322501,0.25750000000000006,0.0009954232955351472,-0.03004104644060135
900000,6589.8233008384705,136.5742234522965,-13.166666666666666,3.5598064866256736,0.235,0.0013023375067859888,-0.056601714342832565
925000,6884.296085834503,134.36377350230407,-8.5,4.333974311568232,0.21250000000000002,0.002909865928813815,-0.048373498022556305
950000,7198.295087814331,131.97569541266515,-12.033333333333333,3.420363853289426,0.18999999999999995,0.001598547911271453,-0.05295427888631821
975000,7506.780807733536,129.8825721666761,-2.033333333333333,5.839425390300735,0.16749999999999998,0.005542087834328413,-0.012633850798010826
1000000,7773.163463830948,128.64775128593894,-9.5,5.277309920783504,0.14500000000000002,0.0006615305319428444,-0.09253585338592529
1025000,8008.838904619217,127.98359565063645,-14.733333333333333,3.767698973585278,0.12250000000000005,0.0005030414322391152,-0.04541754350066185
1050000,8325.031440734863,126.12564977735458,-12.0,4.358898943540674,0.09999999999999998,0.004401904530823231,-0.025338871404528618
1075000,8622.051145792007,124.68030887575158,-13.9,3.1128764832546767,0.09999999999999998,0.001397035433910787,-0.021008683368563652
1100000,8853.083140850067,124.250499232774,-14.833333333333334,2.7578171722497404,0.09999999999999998,0.0005667879013344646,-0.05518262833356857
1125000,9089.067210912704,123.77507767234412,-16.133333333333333,1.8208667044996885,0.09999999999999998,0.001261173514649272,-0.04567715525627136
1150000,9335.877898931503,123.18070269685303,-16.333333333333332,2.6373387259803307,0.09999999999999998,0.0005790336290374398,-0.02246108464896679
1175000,9651.857431650162,121.7382258497463,-12.233333333333333,3.3033652874337442,0.09999999999999998,0.0016430722316727042,0.08685906231403351
1200000,9933.457219839096,120.80386247479197,-14.0,4.358898943540674,0.09999999999999998,0.004026016220450401,0.002926550805568695
1225000,10185.921726942062,120.26403037829347,-15.066666666666666,3.1297852251481335,0.09999999999999998,0.0014284553471952677,0.07840954512357712
1250000,10360.747015714645,120.6476712638523,-20.266666666666666,1.0306416555826872,0.09999999999999998,0.0014718036400154233,0.10696705430746078
1275000,10617.598381757736,120.08365302180553,-15.7,2.6223399220289245,0.09999999999999998,0.000868620874825865,0.10937922447919846
1300000,10852.7347137928,119.78547659031072,-16.8,1.9561867668161614,0.09999999999999998,0.001681920257396996,0.04712895676493645
1325000,11111.155268669128,119.24952608088128,-14.3,3.8397048497681867,0.09999999999999998,0.015224626287817955,0.11820583045482635
1350000,11347.502950906754,118.96890495119946,-17.0,2.792848008753788,0.09999999999999998,0.002422838006168604,0.0015027684858068824
1375000,11615.897517681122,118.3722564620536,-13.0,3.1622776601683795,0.09999999999999998,0.0016664968570694327,0.16452433168888092
1400000,11911.102896690369,117.53739449172988,-9.6,3.9547439866570375,0.09999999999999998,0.0014401788357645273,0.11554937064647675
1425000,12209.596415996552,116.71147443767282,-11.833333333333334,3.36732666797994,0.09999999999999998,0.001960477326065302,0.03529592230916023
1450000,12458.892977714539,116.38273180398342,-13.0,4.242640687119285,0.09999999999999998,0.000846965005621314,0.23127691447734833
1475000,12715.92598080635,115.99627130782892,-12.733333333333333,2.768071932270226,0.09999999999999998,0.0008667929214425385,0.23330847918987274
1500000,12919.181780815125,116.10642418758835,-18.166666666666668,1.7904065335994381,0.09999999999999998,0.00169517588801682,0.22773659229278564
