environment_frame,wall_clock_time_seconds,fps,eval_mean_return,eval_std_return,policy_loss,value_loss,entropy,approx_kl
24576,178.96344804763794,137.3241310891643,-21.0,0.0,0.06184999644756317,0.044608522206544876,1.7631417512893677,0.0048637534491717815
49152,355.75028800964355,138.16432946508098,-21.0,0.0,0.0657544955611229,0.02225865051150322,1.7475178241729736,0.004406629130244255
73728,532.495297908783,138.45756063838752,-21.0,0.0,0.13640092313289642,0.018790731206536293,1.7678732872009277,0.007763422094285488
98304,719.8509030342102,136.5616122106279,-20.166666666666668,0.6368324391514267,0.017241939902305603,0.023139793425798416,1.6890301704406738,0.005385385826230049
122880,954.3311750888824,128.76033310808137,-17.966666666666665,1.7220788470785986,-0.0029324032366275787,0.03928127512335777,1.423993468284607,0.008543498814105988
147456,1187.6985728740692,124.15271295902323,-16.766666666666666,1.8381754238616315,0.051439035683870316,0.030888019129633904,1.2949780225753784,0.006859153974801302
172032,1427.0925858020782,120.54718913663736,-17.366666666666667,1.53803626600791,0.09384007006883621,0.02841530367732048,1.1877925395965576,0.010330384597182274
196608,1676.12557888031,117.29908685683915,-16.133333333333333,2.232089205704427,0.04789392650127411,0.027598422020673752,1.0839351415634155,0.00898000504821539
221184,1915.4972970485687,115.47079723928019,-15.033333333333333,2.5492918406665193,0.040687985718250275,0.025052225217223167,1.1966373920440674,0.00924610160291195
245760,2163.7638561725616,113.57986191460206,-14.366666666666667,2.9038288899696245,0.018201686441898346,0.028354518115520477,1.198235034942627,0.009025761857628822
270336,2411.788659095764,112.08942333332108,-15.166666666666666,2.5440562537456244,0.06052597239613533,0.024525079876184464,1.1811121702194214,0.012838300317525864
294912,2648.6418759822845,111.34461120166729,-15.9,2.3572582944316194,-0.035749636590480804,0.012254745699465275,1.070879578590393,0.007456890307366848
319488,2897.7413280010223,110.25414757095842,-13.833333333333334,3.2770243955284935,-0.04427780956029892,0.028309542685747147,1.0165202617645264,0.013239464722573757
344064,3151.325637102127,109.18071932806025,-14.066666666666666,3.1930480039541465,-0.0481073334813118,0.017665687948465347,0.8899422287940979,0.015368705615401268
368640,3434.6895520687103,107.32847741009407,-9.633333333333333,5.624253036823842,0.012417420744895935,0.01654999330639839,0.9482449293136597,0.011272534728050232
393216,3701.017422914505,106.24537932875795,-10.433333333333334,5.701948984533466,-0.11789416521787643,0.01768738403916359,0.9573878049850464,0.020745404064655304
417792,3982.6313099861145,104.90350910772807,-2.066666666666667,9.084541204094398,-0.10124222934246063,0.015230173245072365,0.9522311687469482,0.008197718299925327
442368,4268.913497924805,103.62543073663576,-1.2,7.905272502155339,-0.09081258624792099,0.01761307753622532,0.8668147921562195,0.019950084388256073
466944,4558.738184213638,102.42834335537593,1.9333333333333333,7.288956639251525,-0.14874479174613953,0.010992387309670448,0.8530304431915283,0.008433652110397816
491520,4831.585999011993,101.73057047942615,-2.466666666666667,9.294203689516506,-0.026804864406585693,0.015814214944839478,0.9621649980545044,0.012074382044374943
516096,5058.69261097908,102.02161698455336,-8.366666666666667,13.362842345682134,-0.05574973672628403,0.02305423468351364,0.8837027549743652,0.011283871717751026
540672,5311.550163030624,101.79175255954458,-3.1666666666666665,11.14176327557218,0.009896140545606613,0.01234874315559864,0.9948650002479553,0.02157789282500744
565248,5585.63241481781,101.19677737840108,6.2,7.3002283069321425,0.13259847462177277,0.014961544424295425,0.9999179244041443,0.022806178778409958
589824,5855.500861167908,100.72989721774074,0.23333333333333334,9.240069744806524,0.04878959432244301,0.013643026351928711,1.0447173118591309,0.019760040566325188
614400,6128.717176914215,100.24936414332105,4.4,8.95395629503145,-0.008354991674423218,0.025354597717523575,1.0263323783874512,0.02028684690594673
638976,6408.730868816376,99.70398399923951,5.633333333333334,9.368327254934872,-0.04287561774253845,0.016247279942035675,1.036439061164856,0.018864916637539864
663552,6673.666217803955,99.4284068494696,3.8,10.5590403604368,0.058614909648895264,0.033102408051490784,0.9851270914077759,0.02207186631858349
688128,6946.809845924377,99.05669152634408,3.6,8.432476899859653,0.12187755852937698,0.02430913597345352,0.9909553527832031,0.02165563963353634
712704,7218.846829891205,98.72823413412726,8.533333333333333,6.7217722530759865,-0.00850008800625801,0.005083694122731686,0.9108863472938538,0.02427052892744541
737280,7492.085619211197,98.40784495433009,9.7,5.928181283777793,-0.16834132373332977,0.020113883540034294,1.008271336555481,0.02076246216893196
761856,7762.315039873123,98.14803909483614,11.2,4.955804677345546,-0.1922774612903595,0.0159415565431118,1.0339365005493164,0.016455067321658134
786432,8037.266125917435,97.84819708125424,7.766666666666667,6.406680541087995,-0.05231864005327225,0.023280493915081024,0.9226172566413879,0.020343299955129623
811008,8312.532876968384,97.5644863007965,7.266666666666667,5.567365225630123,-0.0956951379776001,0.007525804452598095,0.827386736869812,0.020802363753318787
835584,8588.049539089203,97.29613180546824,8.733333333333333,6.7573827938205655,-0.0870479941368103,0.020545631647109985,1.006350040435791,0.02401057258248329
