environment_frame,wall_clock_time_seconds,fps,eval_mean_return,eval_std_return,epsilon,q_learning_loss,mean_q_value
500000,2847.1752729415894,175.6126518629266,-21.0,0.0,0.595,0.0004140688688494265,-0.19131764769554138
525000,3014.217838048935,174.17453815267243,-20.966666666666665,0.1795054935711501,0.5725,0.0019013109849765897,-0.2793307304382324
550000,3180.9753861427307,172.90294115314117,-21.0,0.0,0.55,0.0004381061880849302,-0.35446619987487793
575000,3344.475089073181,171.92533497361816,-21.0,0.0,0.5275,0.0008747951360419393,-0.4228011965751648
600000,3513.5997791290283,170.76503805694134,-21.0,0.0,0.5049999999999999,0.0017554748337715864,-0.48402151465415955
625000,3688.4112708568573,169.44965029743994,-21.0,0.0,0.48250000000000004,0.0007365865749306977,-0.2773711085319519
650000,3855.9965419769287,168.56861590093214,-21.0,0.0,0.45999999999999996,0.0006575846346095204,-0.24216020107269287
675000,4024.115931034088,167.73870623214765,-21.0,0.0,0.4375,0.0003056394634768367,-0.3774183988571167
700000,4193.901724815369,166.90901354672982,-20.966666666666665,0.17950549357115012,0.4149999999999999,0.0002970411442220211,-0.2759919762611389
725000,4371.689217090607,165.83978503447398,-20.333333333333332,0.4714045207910318,0.39249999999999996,0.005619239527732134,-0.2987003028392792
750000,4549.583712100983,164.85024728855635,-20.333333333333332,0.4714045207910318,0.37,0.00468831742182374,-0.31965765357017517
775000,4731.872273206711,163.78295001496977,-20.266666666666666,0.4422166387140533,0.34750000000000003,0.0002839976514223963,-0.38320398330688477
800000,4965.127639055252,161.1237531351883,-16.966666666666665,1.7413277182145301,0.32499999999999996,0.0010315668769180775,-0.40906137228012085
825000,5197.9664041996,158.7159161577685,-17.3,1.7349351572897471,0.3025,0.001095219049602747,-0.3969573974609375
850000,5435.074593067169,156.39159781448691,-17.133333333333333,2.0773915267843845,0.2799999999999999,0.0007910546846687794,-0.42528921365737915
875000,5671.516263008118,154.27973039713265,-16.166666666666668,1.507389207279335,0.25750000000000006,0.006428742315620184,-0.375148743391037
900000,5914.229130983353,152.17536893945226,-15.4,2.2744962812309306,0.235,0.004165717400610447,-0.4118447005748749
925000,6166.034329175949,150.01538275954917,-15.066666666666666,1.8785337071473829,0.21250000000000002,0.00046127551468089223,-0.37161439657211304
950000,6429.163046836853,147.76417911305765,-13.966666666666667,1.9405039437103846,0.18999999999999995,0.0009648894192650914,-0.3645491600036621
975000,6694.47168302536,145.6425609315944,-15.6,1.7435595774162693,0.16749999999999998,0.0013293643714860082,-0.3422502875328064
1000000,6983.03857088089,143.20413525565127,-14.6,1.9252705437591533,0.14500000000000002,0.0009323367266915739,-0.35977452993392944
1025000,7274.076066970825,140.91136668944736,-14.4,2.893671255228094,0.12250000000000005,0.005343081429600716,-0.36667606234550476
1050000,7556.564517021179,138.95203271734576,-14.1,2.413158373031769,0.09999999999999998,0.005970969796180725,-0.41644200682640076
1075000,7883.75147485733,136.35640385522396,-12.966666666666667,2.483053675528492,0.09999999999999998,0.0019192842300981283,-0.3846375644207001
1100000,8205.469724178314,134.056920197828,-14.366666666666667,2.915285387211497,0.09999999999999998,0.0007018311298452318,-0.3398287296295166
1125000,8524.10420513153,131.97867750100363,-14.5,2.3909551787239063,0.09999999999999998,0.000883661094121635,-0.3685739040374756
1150000,8846.26555109024,129.9983584298082,-13.3,2.7706798203088474,0.09999999999999998,0.0011815163306891918,-0.293510764837265
1175000,9172.59088897705,128.0990304944158,-12.566666666666666,3.2729531347427243,0.09999999999999998,0.004131232388317585,-0.3480296730995178
1200000,9473.698719978333,126.66647267020308,-13.633333333333333,2.575310121562493,0.09999999999999998,0.0007880501798354089,-0.4393276870250702
1225000,9809.070897102356,124.88440676602931,-12.666666666666666,3.0912061651652345,0.09999999999999998,0.001368944882415235,-0.26849275827407837
1250000,10124.040613174438,123.46848928808608,-15.3,2.6095976701399777,0.09999999999999998,0.002609673887491226,-0.3291112184524536
1275000,10473.139981031418,121.73999414780222,-12.066666666666666,3.8464991298004416,0.09999999999999998,0.0006696339114569128,-0.3590344190597534
1300000,10892.0251288414,119.35337869883921,-9.8,5.101633725255731,0.09999999999999998,0.0014464533887803555,-0.23957714438438416
1325000,11263.755192995071,117.6339486518581,-12.3,3.606937759374287,0.09999999999999998,0.0024728088174015284,-0.3296393156051636
1350000,11604.743918180466,116.33173549697365,-12.933333333333334,3.2957885584822066,0.09999999999999998,0.002265931572765112,-0.27598243951797485
1375000,11990.704531908035,114.6721609510869,-10.3,3.163858403911275,0.09999999999999998,0.0031232100445777178,-0.29661422967910767
1400000,12374.033448934555,113.14014995817159,-11.566666666666666,3.116443842302027,0.09999999999999998,0.0017913213232532144,-0.19415166974067688
1425000,12783.416934013367,111.47254348000901,-11.266666666666667,3.335998934185815,0.09999999999999998,0.0009793494828045368,-0.2872271239757538
1450000,13220.240900993347,109.68030089074932,-8.366666666666667,5.546670673075476,0.09999999999999998,0.0013609119923785329,-0.20897261798381805
1475000,13680.63295507431,107.8166488965554,-7.4,3.834927204871908,0.09999999999999998,0.005148106254637241,-0.2577109932899475
1500000,14036.173539161682,106.8667322910202,-9.766666666666667,3.611863169550524,0.09999999999999998,0.0013765388866886497,-0.25881633162498474
