environment_frame,wall_clock_time_seconds,fps,eval_mean_return,eval_std_return,epsilon,q_learning_loss,mean_q_value
25000,49.0294349193573,509.8977795809729,-21.0,0.0,1.0,,
50000,98.124990940094,509.55418097903197,-21.0,0.0,1.0,,
75000,213.90247106552124,350.6270838839062,-21.0,0.0,0.9775,0.0014704207424074411,0.01582418940961361
100000,330.3262438774109,302.7310177534934,-21.0,0.0,0.955,0.004247596487402916,0.00474877655506134
125000,449.13825583457947,278.3107392342905,-21.0,0.0,0.9325,0.000570942647755146,0.012460874393582344
150000,566.689603805542,264.6951682057104,-21.0,0.0,0.91,0.00011023745173588395,0.047901701182127
175000,687.7184400558472,254.4646032546901,-20.933333333333334,0.24944382578492943,0.8875,0.0002694727445486933,0.048654600977897644
200000,809.3223900794983,247.12031009065157,-20.833333333333332,0.37267799624996495,0.865,0.00023183309531304985,0.019216468557715416
225000,931.1506459712982,241.63651818665414,-21.0,0.0,0.8425,0.0003279793309047818,0.020444046705961227
250000,1058.7383480072021,236.13010756654225,-20.9,0.3,0.82,0.011266957968473434,-0.031956665217876434
275000,1185.308837890625,232.00704424777416,-21.0,0.0,0.7975,0.001525011844933033,-0.02035975642502308
300000,1310.1132140159607,228.98784362443382,-21.0,0.0,0.775,0.00037039999733678997,-0.1432407796382904
325000,1438.5667741298676,225.91930096283073,-20.966666666666665,0.1795054935711501,0.7525,0.002907924819737673,-0.08785580098628998
350000,1567.2625019550323,223.31932242568183,-21.0,0.0,0.73,0.000103169702924788,-0.04115607962012291
375000,1697.015340089798,220.9761992958389,-21.0,0.0,0.7075,0.0007563125691376626,-0.10976022481918335
400000,1829.4474141597748,218.64525686570568,-20.9,0.29999999999999993,0.685,0.0005481265252456069,-0.12874837219715118
425000,1959.8097870349884,216.8577800787276,-20.966666666666665,0.1795054935711501,0.6625,0.0016921547940000892,-0.1950695961713791
450000,2095.170147895813,214.77969245205304,-21.0,0.0,0.6399999999999999,0.0003764226858038455,-0.17147085070610046
475000,2231.819006919861,212.83087843293427,-20.8,0.4000000000000001,0.6174999999999999,0.00021480675786733627,-0.08812841027975082
500000,2367.317328929901,211.20953827757594,-20.7,0.4582575694955841,0.595,0.0007383451447822154,0.08761324733495712
